name,aggmiv,max20aggmiv,kalaggmiv,aggoev,max30aggoev,kalaggoev,kernmiv,max30miv,kalkernmiv,kernoev,max40oev,kalkernoev,lat,lon,x,y
Auswil BE,12,0.6,0.6,16,0.53,0.53,39,1.3,1,64,1.6,1,47.135780334472656,7.83746862411499,220610.125,630257.4375
Bannwil BE,10,0.5,0.5,14,0.47,0.47,32,1.07,1,63,1.575,1,47.23800277709961,7.729952335357666,231938.796875,622058.8125
Bleienbach BE,7,0.35,0.35,15,0.5,0.5,37,1.23,1,50,1.25,1,47.182369232177734,7.75390625,225760.90625,623897.3125
Busswil bei Melchnau BE,9,0.45,0.45,16,0.53,0.53,39,1.3,1,71,1.775,1,47.1876106262207,7.830847263336182,226369.46875,629726.375
Gondiswil BE,15,0.75,0.75,38,1.27,1,43,1.43,1,86,2.15,1,47.14515686035156,7.869480133056641,221665.125,632680.1875
Gutenburg BE,8,0.4,0.4,8,0.27,0.27,38,1.27,1,56,1.4,1,47.18244552612305,7.793816566467285,225782,626922.375
Kleindietwil BE,11,0.55,0.55,14,0.47,0.47,37,1.23,1,62,1.55,1,47.1453857421875,7.790687561035156,221660.921875,626703.6875
Langenthal BE,0,0,0,0,0,0,34,1.13,1,38,0.95,0.95,47.21561050415039,7.8059539794921875,229473.421875,627825.125
Leimiswil BE,14,0.7,0.7,13,0.43,0.43,35,1.17,1,61,1.525,1,47.14950180053711,7.764431953430176,222110,624710.3125
Lotzwil BE,5,0.25,0.25,5,0.17,0.17,35,1.17,1,53,1.325,1,47.187225341796875,7.784163951873779,226310.296875,626188.375
Madiswil BE,8,0.4,0.4,11,0.37,0.37,37,1.23,1,59,1.475,1,47.158382415771484,7.801972389221191,223109.75,627552.9375
Melchnau BE,8,0.4,0.4,16,0.53,0.53,39,1.3,1,71,1.775,1,47.1876106262207,7.830847263336182,226369.46875,629726.375
Obersteckholz BE,7,0.35,0.35,11,0.37,0.37,38,1.27,1,66,1.65,1,47.201011657714844,7.825575351715088,227857.328125,629319.4375
Oeschenbach BE,22,1.1,1,42,1.4,1,37,1.23,1,91,2.275,1,47.109718322753906,7.744664192199707,217681.171875,623228.25
Reisiswil BE,14,0.7,0.7,20,0.67,0.67,45,1.5,1,74,1.85,1,47.160282135009766,7.841747760772705,223335.390625,630568.0625
Roggwil  BE,7,0.35,0.35,7,0.23,0.23,36,1.2,1,53,1.325,1,47.23462677001953,7.816063404083252,231591.234375,628580.75
Rohrbach BE,11,0.55,0.55,16,0.53,0.53,37,1.23,1,64,1.6,1,47.13168716430664,7.808592796325684,220144.328125,628068.9375
Rohrbachgraben BE,13,0.65,0.65,16,0.53,0.53,38,1.27,1,64,1.6,1,47.11283493041992,7.805079936981201,218046.921875,627812.1875
Rütschelen BE,10,0.5,0.5,5,0.17,0.17,40,1.33,1,53,1.325,1,47.17106246948242,7.770480155944824,224508.890625,625158.9375
Schwarzhäusern BE,9,0.45,0.45,11,0.37,0.37,32,1.07,1,60,1.5,1,47.25667190551758,7.771825313568115,234026.96875,625220.5625
Thunstetten BE,6,0.3,0.3,10,0.33,0.33,32,1.07,1,50,1.25,1,47.20329666137695,7.750072479248047,228086.234375,623597.5625
Untersteckholz BE,7,0.35,0.35,18,0.6,0.6,39,1.3,1,65,1.625,1,47.20746612548828,7.844030380249023,228582.109375,630714.125
Ursenbach BE,11,0.55,0.55,29,0.97,0.97,35,1.17,1,79,1.975,1,47.128822326660156,7.762147426605225,219810.359375,624546.5
Wynau BE,9,0.45,0.45,5,0.17,0.17,36,1.2,1,46,1.15,1,47.255863189697266,7.807817459106445,233949.390625,627945.25
Bern BE,0,0,0,0,0,0,0,0,0,0,0,0,46.95461654663086,7.420731544494629,200393.28125,598637.3125
Bolligen BE,6,0.3,0.3,14,0.47,0.47,6,0.2,0.2,14,0.35,0.35,46.98246765136719,7.510568618774414,203491.65625,605473
Bremgarten bei Bern BE,5,0.25,0.25,6,0.2,0.2,5,0.17,0.17,6,0.15,0.15,46.97816848754883,7.43422269821167,203011.09375,599664.4375
Kirchlindach BE,10,0.5,0.5,8,0.27,0.27,10,0.33,0.33,8,0.2,0.2,46.99522018432617,7.419069290161133,204907.15625,598512
Köniz BE,9,0.45,0.45,5,0.17,0.17,9,0.3,0.3,5,0.125,0.13,46.89846420288086,7.398942470550537,194151.09375,596975.5
Muri bei Bern BE,6,0.3,0.3,14,0.47,0.47,6,0.2,0.2,14,0.35,0.35,46.933292388916016,7.499724388122559,198023.953125,604652.125
Oberbalm BE,15,0.75,0.75,32,1.07,1,15,0.5,0.5,32,0.8,0.8,46.86494064331055,7.4106221199035645,190423.859375,597864.125
Stettlen BE,8,0.4,0.4,19,0.63,0.63,8,0.27,0.27,19,0.475,0.48,46.9561653137207,7.523446559906006,200568.296875,606455.9375
Vechigen BE,11,0.55,0.55,23,0.77,0.77,11,0.37,0.37,23,0.575,0.58,46.96543884277344,7.580231666564941,201605.515625,610776.5
Wohlen bei Bern BE,11,0.55,0.55,15,0.5,0.5,11,0.37,0.37,15,0.375,0.38,46.98234939575195,7.3476881980896,203480.0625,593080.8125
Zollikofen BE,9,0.45,0.45,14,0.47,0.47,9,0.3,0.3,14,0.35,0.35,46.99522018432617,7.4536261558532715,204907.15625,601140.5
Ittigen BE,7,0.35,0.35,8,0.27,0.27,7,0.23,0.23,8,0.2,0.2,46.98310470581055,7.474401473999023,203560.578125,602721.3125
Ostermundigen BE,6,0.3,0.3,16,0.53,0.53,6,0.2,0.2,16,0.4,0.4,46.9559440612793,7.495506286621094,200542.171875,604329.125
Biel  BE,0,0,0,0,0,0,25,0.83,0.83,31,0.775,0.78,47.50899887084961,7.52284574508667,262031.359375,606344.9375
Evilard BE,6,0.3,0.3,3,0.1,0.1,33,1.1,1,58,1.45,1,47.144996643066406,7.2235236167907715,221580.734375,583684
Arch BE,6,0.3,0.3,10,0.33,0.33,26,0.87,0.87,55,1.375,1,47.16789245605469,7.432300090789795,224103.6875,599520.125
Büetigen BE,6,0.3,0.3,10,0.33,0.33,22,0.73,0.73,35,0.875,0.88,47.105308532714844,7.340549468994141,217150.5,592555
Büren an der Aare BE,10,0.5,0.5,10,0.33,0.33,24,0.8,0.8,37,0.925,0.93,47.14188766479492,7.37571382522583,221214.5,595227.5
Busswil bei Büren BE,6,0.3,0.3,3,0.1,0.1,23,0.77,0.77,31,0.775,0.78,47.10101318359375,7.327163219451904,216674.421875,591538.125
Diessbach bei Büren BE,7,0.35,0.35,14,0.47,0.47,22,0.73,0.73,40,1,1,47.1067008972168,7.36435079574585,217303.15625,594361.8125
Dotzigen BE,8,0.4,0.4,7,0.23,0.23,23,0.77,0.77,33,0.825,0.83,47.12893295288086,7.347807884216309,219776.375,593109
Lengnau  BE,6,0.3,0.3,3,0.1,0.1,28,0.93,0.93,53,1.325,1,47.184326171875,7.367987632751465,225932.828125,594645.75
Leuzigen BE,8,0.4,0.4,11,0.37,0.37,28,0.93,0.93,56,1.4,1,47.170963287353516,7.47091007232666,224445.5,602447.375
Meienried BE,7,0.35,0.35,7,0.23,0.23,25,0.83,0.83,34,0.85,0.85,47.136802673339844,7.3438944816589355,220651.546875,592813.125
Meinisberg BE,8,0.4,0.4,12,0.4,0.4,27,0.9,0.9,64,1.6,1,47.161556243896484,7.353956699371338,223402.40625,593579.5
Oberwil bei Büren BE,10,0.5,0.5,31,1.03,1,22,0.73,0.73,48,1.2,1,47.13209533691406,7.410063743591309,220124.171875,597832.75
Pieterlen BE,6,0.3,0.3,4,0.13,0.13,28,0.93,0.93,50,1.25,1,47.17572021484375,7.327849864959717,224979.921875,591602.125
Rüti bei Büren BE,8,0.4,0.4,13,0.43,0.43,24,0.8,0.8,47,1.175,1,47.151973724365234,7.412911415100098,222334.015625,598049.5
Wengi BE,12,0.6,0.6,22,0.73,0.73,20,0.67,0.67,37,0.925,0.93,47.0853271484375,7.392133712768555,214925.5625,596469.25
Aefligen BE,10,0.5,0.5,9,0.3,0.3,17,0.57,0.57,36,0.9,0.9,47.09830856323242,7.549466609954834,216373.375,608414.375
Alchenstorf BE,13,0.65,0.65,21,0.7,0.7,24,0.8,0.8,51,1.275,1,47.12287139892578,7.643261432647705,219118.328125,615527.875
Bäriswil BE,11,0.55,0.55,32,1.07,1,13,0.43,0.43,32,0.8,0.8,47.01596450805664,7.530892372131348,207217.265625,607014.9375
Burgdorf BE,0,0,0,0,0,0,19,0.63,0.63,19,0.475,0.48,47.0032844543457,7.6451616287231445,205823.6875,615706.9375
Ersigen BE,10,0.5,0.5,16,0.53,0.53,17,0.57,0.57,44,1.1,1,47.10090255737305,7.594274044036865,216667.453125,611815.4375
Hasle bei Burgdorf BE,12,0.6,0.6,9,0.3,0.3,23,0.77,0.77,39,0.975,0.98,47.0032844543457,7.6451616287231445,205823.6875,615706.9375
Heimiswil BE,8,0.4,0.4,14,0.47,0.47,24,0.8,0.8,42,1.05,1,47.05950927734375,7.672398090362549,212080.296875,617759.8125
Hellsau BE,16,0.8,0.8,32,1.07,1,25,0.83,0.83,82,2.05,1,47.143836975097656,7.646193027496338,221449.765625,615744.1875
Hindelbank BE,9,0.45,0.45,9,0.3,0.3,15,0.5,0.5,19,0.475,0.48,47.040157318115234,7.542553424835205,209907.734375,607898.0625
Höchstetten BE,13,0.65,0.65,27,0.9,0.9,21,0.7,0.7,83,2.075,1,47.14358139038086,7.632369041442871,221418.515625,614695.6875
Kernenried BE,9,0.45,0.45,19,0.63,0.63,16,0.53,0.53,44,1.1,1,47.066890716552734,7.551111698150635,212880.5625,608544.25
Kirchberg  BE,8,0.4,0.4,12,0.4,0.4,16,0.53,0.53,39,0.975,0.98,47.085479736328125,7.608432769775391,214955.140625,612894
Koppigen BE,13,0.65,0.65,28,0.93,0.93,20,0.67,0.67,46,1.15,1,47.13737106323242,7.597873687744141,220722.484375,612080.5625
Krauchthal BE,12,0.6,0.6,24,0.8,0.8,15,0.5,0.5,33,0.825,0.83,47.00900650024414,7.570680618286133,206448.015625,610041.5
Lyssach BE,7,0.35,0.35,4,0.13,0.13,16,0.53,0.53,21,0.525,0.53,47.0543212890625,7.582970142364502,211487.03125,610966.8125
Mötschwil BE,7,0.35,0.35,4,0.13,0.13,17,0.57,0.57,18,0.45,0.45,47.04448699951172,7.570919036865234,210392.421875,610053
Niederösch BE,10,0.5,0.5,21,0.7,0.7,19,0.63,0.63,51,1.275,1,47.11448669433594,7.620788097381592,218181.984375,613824.75
Oberburg BE,8,0.4,0.4,5,0.17,0.17,21,0.7,0.7,35,0.875,0.88,47.02103042602539,7.608875274658203,207790.0625,612943.0625
Oberösch BE,14,0.7,0.7,20,0.67,0.67,23,0.77,0.77,51,1.275,1,47.10734176635742,7.610472679138184,217385.734375,613043.5625
Rüdtligen-Alchenflüh BE,8,0.4,0.4,5,0.17,0.17,15,0.5,0.5,32,0.8,0.8,47.08440017700195,7.569701671600342,214829.546875,609953.125
Rumendingen BE,8,0.4,0.4,9,0.3,0.3,22,0.73,0.73,29,0.725,0.73,47.103729248046875,7.644645690917969,216990.3125,615638.5
Rüti bei Lyssach BE,8,0.4,0.4,4,0.13,0.13,19,0.63,0.63,21,0.525,0.53,47.0543212890625,7.582970142364502,211487.03125,610966.8125
Willadingen BE,14,0.7,0.7,26,0.87,0.87,22,0.73,0.73,45,1.125,1,47.14680099487305,7.615319728851318,221773.4375,613401.6875
Wynigen BE,9,0.45,0.45,6,0.2,0.2,24,0.8,0.8,26,0.65,0.65,47.10517120361328,7.690852642059326,217160.796875,619145.5625
Corgémont BE,12,0.6,0.6,23,0.77,0.77,40,1.33,1,66,1.65,1,47.18699264526367,7.1393656730651855,226270.515625,577318.4375
Cormoret BE,17,0.85,0.85,23,0.77,0.77,46,1.53,1,75,1.875,1,47.1649055480957,7.048125267028809,223845.5,570391
Cortébert BE,13,0.65,0.65,25,0.83,0.83,42,1.4,1,67,1.675,1,47.17658233642578,7.113675117492676,225121.125,575366.5625
Courtelary BE,15,0.75,0.75,20,0.67,0.67,44,1.47,1,64,1.6,1,47.17372131347656,7.080077171325684,224813.859375,572818.1875
La Ferrière BE,13,0.65,0.65,13,0.43,0.43,53,1.77,1,91,2.275,1,47.147491455078125,6.8999786376953125,221976.3125,559145
La Heutte BE,6,0.3,0.3,13,0.43,0.43,35,1.17,1,55,1.375,1,47.1936149597168,7.238401412963867,226982.875,584826.375
Mont-Tramelan BE,23,1.15,1,46,1.53,1,51,1.7,1,94,2.35,1,47.210601806640625,7.0460124015808105,228926.515625,570256.3125
Orvin BE,6,0.3,0.3,12,0.4,0.4,35,1.17,1,64,1.6,1,47.15306854248047,7.186188220977783,222486.25,580855
Péry BE,6,0.3,0.3,10,0.33,0.33,35,1.17,1,52,1.3,1,47.1936149597168,7.238401412963867,226982.875,584826.375
Plagne BE,10,0.5,0.5,16,0.53,0.53,38,1.27,1,65,1.625,1,47.188480377197266,7.2871785163879395,226403.5,588521.6875
Renan  BE,15,0.75,0.75,8,0.27,0.27,55,1.83,1,91,2.275,1,47.110435485839844,6.9048027992248535,217854.078125,559482.8125
Romont  BE,7,0.35,0.35,24,0.8,0.8,32,1.07,1,70,1.75,1,47.19843292236328,7.328851699829102,227504.796875,591681.625
Saint-Imier BE,18,0.9,0.9,14,0.47,0.47,50,1.67,1,70,1.75,1,47.1521110534668,6.991519451141357,222446.078125,566091
Sonceboz-Sombeval BE,10,0.5,0.5,14,0.47,0.47,38,1.27,1,56,1.4,1,47.19108963012695,7.178741455078125,226715.375,580304.3125
Sonvilier BE,16,0.8,0.8,12,0.4,0.4,54,1.8,1,90,2.25,1,47.144805908203125,6.95283842086792,221651.328125,563152.375
Tramelan BE,18,0.9,0.9,43,1.43,1,46,1.53,1,83,2.075,1,47.22734832763672,7.0968194007873535,230770.4375,574113.5
Vauffelin BE,10,0.5,0.5,7,0.23,0.23,39,1.3,1,48,1.2,1,47.18740463256836,7.300427436828613,226282.203125,589525.625
Villeret BE,19,0.95,0.95,20,0.67,0.67,48,1.6,1,78,1.95,1,47.159690856933594,7.024993896484375,223274.78125,568634.125
Brüttelen BE,17,0.85,0.85,32,1.07,1,20,0.67,0.67,51,1.275,1,47.02402114868164,7.153035640716553,208148.5,578288.3125
Erlach BE,13,0.65,0.65,28,0.93,0.93,25,0.83,0.83,44,1.1,1,47.036869049072266,7.095293998718262,209594.453125,573904.9375
Finsterhennen BE,13,0.65,0.65,29,0.97,0.97,21,0.7,0.7,56,1.4,1,47.02185821533203,7.175647258758545,207902.21875,580006.5
Gals BE,9,0.45,0.45,31,1.03,1,27,0.9,0.9,50,1.25,1,47.03507614135742,7.061068534851074,209407.09375,571302.6875
Gampelen BE,13,0.65,0.65,16,0.53,0.53,26,0.87,0.87,32,0.8,0.8,47.0032958984375,7.057074069976807,205875.828125,570981.9375
Ins BE,14,0.7,0.7,14,0.47,0.47,21,0.7,0.7,29,0.725,0.73,47.00246810913086,7.108137130737305,205765.84375,574864.875
Lüscherz BE,17,0.85,0.85,35,1.17,1,25,0.83,0.83,64,1.6,1,47.04473876953125,7.163257598876953,210449,579073.5
Müntschemier BE,17,0.85,0.85,22,0.73,0.73,17,0.57,0.57,25,0.625,0.63,46.99558639526367,7.144749164581299,204989.75,577646.4375
Siselen BE,14,0.7,0.7,29,0.97,0.97,22,0.73,0.73,56,1.4,1,47.03087615966797,7.195967197418213,208899.71875,581554.4375
Treiten BE,15,0.75,0.75,32,1.07,1,18,0.6,0.6,51,1.275,1,47.00611114501953,7.163241386413574,206154.703125,579057.125
Tschugg BE,12,0.6,0.6,27,0.9,0.9,24,0.8,0.8,44,1.1,1,47.02350616455078,7.077479839324951,208114.96875,572544.125
Vinelz BE,15,0.75,0.75,35,1.17,1,25,0.83,0.83,43,1.075,1,47.032386779785156,7.119704246520996,209088.265625,575758.1875
Ballmoos BE,15,0.75,0.75,29,0.97,0.97,15,0.5,0.5,29,0.725,0.73,47.0408821105957,7.473101615905762,209983.796875,602619.6875
Bangerten BE,14,0.7,0.7,28,0.93,0.93,16,0.53,0.53,28,0.7,0.7,47.057193756103516,7.448070049285889,211796.59375,600717.125
Bätterkinden BE,13,0.65,0.65,17,0.57,0.57,22,0.73,0.73,31,0.775,0.78,47.13716506958008,7.530599117279053,220691.5,606977
Büren zum Hof BE,15,0.75,0.75,22,0.73,0.73,21,0.7,0.7,27,0.675,0.68,47.09574508666992,7.513722896575928,216085.296875,605701.125
Deisswil bei Münchenbuchsee BE,12,0.6,0.6,23,0.77,0.77,14,0.47,0.47,23,0.575,0.58,47.03837585449219,7.453059196472168,209704.71875,601096.5625
Diemerswil BE,11,0.55,0.55,22,0.73,0.73,11,0.37,0.37,28,0.7,0.7,47.01937484741211,7.4191412925720215,207592.546875,598518.125
Etzelkofen BE,14,0.7,0.7,36,1.2,1,18,0.6,0.6,36,0.9,0.9,47.083248138427734,7.478644371032715,214693.703125,603038.625
Fraubrunnen BE,12,0.6,0.6,23,0.77,0.77,18,0.6,0.6,26,0.65,0.65,47.09101867675781,7.507673740386963,215559.421875,605242.25
Grafenried BE,12,0.6,0.6,24,0.8,0.8,16,0.53,0.53,24,0.6,0.6,47.07976150512695,7.5111846923828125,214308.203125,605510
Jegenstorf BE,11,0.55,0.55,22,0.73,0.73,14,0.47,0.47,22,0.55,0.55,47.051429748535156,7.508094310760498,211158.28125,605278.0625
Iffwil BE,13,0.65,0.65,32,1.07,1,16,0.53,0.53,32,0.8,0.8,47.06637954711914,7.479195594787598,212818.609375,603081.375
Limpach BE,14,0.7,0.7,27,0.9,0.9,20,0.67,0.67,41,1.025,1,46.791141510009766,7.5639753341674805,182227.09375,609570
Mattstetten BE,12,0.6,0.6,32,1.07,1,12,0.4,0.4,32,0.8,0.8,47.02044677734375,7.515379905700684,207714.203125,605835
Moosseedorf BE,10,0.5,0.5,18,0.6,0.6,10,0.33,0.33,18,0.45,0.45,47.01112365722656,7.487086296081543,206676.03125,603684.5
Mülchi BE,16,0.8,0.8,29,0.97,0.97,20,0.67,0.67,43,1.075,1,47.101009368896484,7.477067470550537,216668.5,602917.875
Münchenbuchsee BE,11,0.55,0.55,11,0.37,0.37,11,0.37,0.37,16,0.4,0.4,47.03837585449219,7.453059196472168,209704.71875,601096.5625
Münchringen BE,11,0.55,0.55,22,0.73,0.73,16,0.53,0.53,22,0.55,0.55,47.046043395996094,7.522085666656494,210560.40625,606341.8125
Ruppoldsried BE,12,0.6,0.6,26,0.87,0.87,19,0.63,0.63,39,0.975,0.98,47.08804702758789,7.425507068634033,215226.703125,599003.5
Schalunen BE,14,0.7,0.7,19,0.63,0.63,20,0.67,0.67,29,0.725,0.73,47.10914993286133,7.5261759757995605,217576.203125,606644.875
Scheunen BE,15,0.75,0.75,33,1.1,1,17,0.57,0.57,33,0.825,0.83,47.068328857421875,7.456961631774902,213034.59375,601392.375
Urtenen BE,12,0.6,0.6,22,0.73,0.73,12,0.4,0.4,22,0.55,0.55,47.019493103027344,7.503371238708496,207607.40625,604922.0625
Utzenstorf BE,13,0.65,0.65,12,0.4,0.4,20,0.67,0.67,39,0.975,0.98,47.15265655517578,7.557617664337158,222416.171875,609024.125
Wiggiswil BE,14,0.7,0.7,23,0.77,0.77,14,0.47,0.47,23,0.575,0.58,47.03068542480469,7.4691972732543945,208850.171875,602323.375
Wiler bei Utzenstorf BE,15,0.75,0.75,15,0.5,0.5,22,0.73,0.73,43,1.075,1,47.15265655517578,7.557617664337158,222416.171875,609024.125
Zauggenried BE,9,0.45,0.45,21,0.7,0.7,16,0.53,0.53,43,1.075,1,47.07316970825195,7.541015148162842,213577.796875,607776.375
Zielebach BE,16,0.8,0.8,17,0.57,0.57,24,0.8,0.8,72,1.8,1,47.15785598754883,7.574674606323242,222996.5625,610316.6875
Zuzwil  BE,14,0.7,0.7,29,0.97,0.97,15,0.5,0.5,29,0.725,0.73,47.04963302612305,7.469830513000488,210956.609375,602370.6875
Adelboden BE,32,1.6,1,66,2.2,1,45,1.5,1,93,2.325,1,46.469642639160156,7.5512566566467285,146485.9375,608649.8125
Aeschi bei Spiez BE,15,0.75,0.75,29,0.97,0.97,27,0.9,0.9,54,1.35,1,46.626068115234375,7.758533477783203,163918.609375,624499.6875
Frutigen BE,23,1.15,1,17,0.57,0.57,36,1.2,1,53,1.325,1,46.55906677246094,7.609042167663574,156434.5,613066.75
Kandergrund BE,24,1.2,1,44,1.47,1,37,1.23,1,72,1.8,1,46.53734588623047,7.677144527435303,154033.390625,618296.25
Kandersteg BE,28,1.4,1,44,1.47,1,41,1.37,1,71,1.775,1,46.46558380126953,7.713624954223633,146065.359375,621122.625
Krattigen BE,13,0.65,0.65,24,0.8,0.8,27,0.9,0.9,49,1.225,1,46.648983001708984,7.740015983581543,166460.265625,623071.6875
Reichenbach im Kandertal BE,15,0.75,0.75,24,0.8,0.8,29,0.97,0.97,51,1.275,1,46.570926666259766,7.758793354034424,157788.703125,624544.5
Beatenberg BE,14,0.7,0.7,21,0.7,0.7,36,1.2,1,82,2.05,1,46.72024917602539,7.814411640167236,174407,628729.0625
Bönigen BE,4,0.2,0.2,8,0.27,0.27,36,1.2,1,74,1.85,1,46.67750930786133,7.919665813446045,169699.640625,636805.0625
Brienz  BE,15,0.75,0.75,19,0.63,0.63,47,1.57,1,84,2.1,1,46.769569396972656,8.054824829101562,180005.765625,647066.0625
Brienzwiler BE,16,0.8,0.8,30,1,1,48,1.6,1,102,2.55,1,46.70969009399414,8.09066104888916,173371.546875,649858.5625
Därligen BE,7,0.35,0.35,6,0.2,0.2,31,1.03,1,52,1.3,1,46.651824951171875,7.810283660888672,166799.21875,628449.5
Grindelwald BE,19,0.95,0.95,34,1.13,1,50,1.67,1,98,2.45,1,46.62002944946289,8.04118537902832,163374.28125,646151.875
Gsteigwiler BE,5,0.25,0.25,20,0.67,0.67,36,1.2,1,78,1.95,1,46.650245666503906,7.890233039855957,166655.6875,634570.5
Gündlischwand BE,11,0.55,0.55,10,0.33,0.33,42,1.4,1,74,1.85,1,46.650901794433594,7.924412250518799,166744,637186.5625
Habkern BE,9,0.45,0.45,18,0.6,0.6,42,1.4,1,84,2.1,1,46.753238677978516,7.890000820159912,178104.6875,634487
Hofstetten bei Brienz BE,16,0.8,0.8,43,1.43,1,48,1.6,1,107,2.675,1,46.76499557495117,8.079524040222168,179512.34375,648956.75
Interlaken BE,0,0,0,0,0,0,35,1.17,1,52,1.3,1,46.724334716796875,7.92432975769043,174907.203125,637129.75
Iseltwald BE,8,0.4,0.4,20,0.67,0.67,40,1.33,1,86,2.15,1,46.7009391784668,7.983211994171143,172335.953125,641649.125
Lauterbrunnen BE,14,0.7,0.7,21,0.7,0.7,46,1.53,1,84,2.1,1,46.553165435791016,7.903922080993652,155869.921875,635682.375
Leissigen BE,10,0.5,0.5,9,0.3,0.3,28,0.93,0.93,48,1.2,1,46.64129638671875,7.780184268951416,165618.234375,626150.4375
Lütschental BE,11,0.55,0.55,19,0.63,0.63,43,1.43,1,84,2.1,1,46.645748138427734,7.953179836273193,166185.421875,639392.4375
Matten bei Interlaken BE,2,0.1,0.1,8,0.27,0.27,35,1.17,1,66,1.65,1,46.67543411254883,7.866084575653076,169445.484375,632706.6875
Niederried bei Interlaken BE,8,0.4,0.4,8,0.27,0.27,41,1.37,1,77,1.925,1,46.724334716796875,7.92432975769043,174907.203125,637129.75
Oberried am Brienzersee BE,10,0.5,0.5,11,0.37,0.37,43,1.43,1,80,2,1,46.75824737548828,7.964629650115967,178696.9375,640185.25
Ringgenberg  BE,6,0.3,0.3,14,0.47,0.47,39,1.3,1,80,2,1,46.70867919921875,7.891623497009277,173151.859375,634639.5
Saxeten BE,9,0.45,0.45,34,1.13,1,40,1.33,1,107,2.675,1,46.62498474121094,7.823914527893066,163820.625,629507.5
Schwanden bei Brienz BE,17,0.85,0.85,37,1.23,1,49,1.63,1,101,2.525,1,46.769569396972656,8.054824829101562,180005.765625,647066.0625
Unterseen BE,4,0.2,0.2,9,0.3,0.3,36,1.2,1,70,1.75,1,46.695316314697266,7.841156482696533,171645.65625,630788
Wilderswil BE,5,0.25,0.25,5,0.17,0.17,36,1.2,1,67,1.675,1,46.64358901977539,7.86765718460083,165905.953125,632846.375
Aeschlen BE,17,0.85,0.85,33,1.1,1,22,0.73,0.73,48,1.2,1,46.836856842041016,7.641989707946777,187321.40625,615513.5
Arni  BE,15,0.75,0.75,36,1.2,1,15,0.5,0.5,52,1.3,1,46.9341926574707,7.66353702545166,198146.53125,617126.375
Biglen BE,13,0.65,0.65,22,0.73,0.73,13,0.43,0.43,38,0.95,0.95,46.92817306518555,7.626460075378418,197469.984375,614304.5625
Bleiken bei Oberdiessbach BE,15,0.75,0.75,45,1.5,1,21,0.7,0.7,52,1.3,1,46.814720153808594,7.642696380615234,184860.90625,615573.75
Bowil BE,18,0.9,0.9,34,1.13,1,18,0.6,0.6,34,0.85,0.85,46.88652038574219,7.705161094665527,192857.078125,620314
Brenzikofen BE,11,0.55,0.55,12,0.4,0.4,16,0.53,0.53,40,1,1,46.81441879272461,7.616159915924072,184822.1875,613548.625
Freimettigen BE,17,0.85,0.85,19,0.63,0.63,17,0.57,0.57,36,0.9,0.9,46.86442947387695,7.631673336029053,190384.703125,614719
Grosshöchstetten BE,14,0.7,0.7,24,0.8,0.8,14,0.47,0.47,35,0.875,0.88,46.90639114379883,7.63721227645874,195050.59375,615129.5625
Häutligen BE,15,0.75,0.75,34,1.13,1,15,0.5,0.5,36,0.9,0.9,46.856101989746094,7.605379581451416,189454.25,612716.0625
Herbligen BE,10,0.5,0.5,12,0.4,0.4,15,0.5,0.5,40,1,1,46.82844543457031,7.605343341827393,186379.8125,612719.8125
Kiesen BE,10,0.5,0.5,8,0.27,0.27,14,0.47,0.47,27,0.675,0.68,46.813255310058594,7.580244064331055,184687.65625,610807.8125
Konolfingen BE,15,0.75,0.75,19,0.63,0.63,15,0.5,0.5,23,0.575,0.58,46.88655471801758,7.609034538269043,192840.25,612987.5
Landiswil BE,17,0.85,0.85,28,0.93,0.93,19,0.63,0.63,60,1.5,1,46.95595932006836,7.675151824951172,200569.21875,618003.5625
Linden BE,17,0.85,0.85,39,1.3,1,22,0.73,0.73,54,1.35,1,46.84646224975586,7.685378551483154,188398.8125,618820.1875
Mirchel BE,20,1,1,33,1.1,1,20,0.67,0.67,33,0.825,0.83,46.891204833984375,7.6495585441589355,193364.828125,616074.75
Münsingen BE,11,0.55,0.55,10,0.33,0.33,11,0.37,0.37,17,0.425,0.43,46.88326644897461,7.561948776245117,192468.375,609399.3125
Niederhünigen BE,15,0.75,0.75,19,0.63,0.63,15,0.5,0.5,36,0.9,0.9,46.871185302734375,7.645508289337158,191138.609375,615771.9375
Niederwichtrach BE,14,0.7,0.7,22,0.73,0.73,17,0.57,0.57,31,0.775,0.78,46.8497314453125,7.575937271118164,188741.796875,610472
Oberdiessbach BE,12,0.6,0.6,14,0.47,0.47,16,0.53,0.53,37,0.925,0.93,46.83219528198242,7.642592430114746,186803.375,615560.8125
Oberthal BE,17,0.85,0.85,49,1.63,1,17,0.57,0.57,50,1.25,1,46.922176361083984,7.67728328704834,196813.8125,618177.1875
Oberwichtrach BE,12,0.6,0.6,11,0.37,0.37,15,0.5,0.5,25,0.625,0.63,46.842796325683594,7.576721668243408,187971,610533.1875
Oppligen BE,9,0.45,0.45,8,0.27,0.27,14,0.47,0.47,27,0.675,0.68,46.81629180908203,7.5975422859191895,185027.765625,612127.3125
Rubigen BE,9,0.45,0.45,17,0.57,0.57,9,0.3,0.3,18,0.45,0.45,46.89529037475586,7.544139862060547,193802.71875,608040.0625
Schlosswil BE,14,0.7,0.7,41,1.37,1,14,0.47,0.47,42,1.05,1,46.906925201416016,7.614295959472656,195106.078125,613383.4375
